"Specie","Freq"
"Octomeria micrantha",6
"Octomeria octomeriantha",2
"Octomeria oxychela",3
"Octomeria palmyrabellae",6
"Octomeria pusilla",2
"Octomeria riograndensis",2
"Octomeria rotundiglossa",2
"Octomeria umbonulata",2
"Octomeria warmingii",5
"Odontocarya acuparata",6
"Oenothera affinis",11
"Oenothera catharinensis",1
"Oenothera indecora",15
"Oenothera mollissima",13
"Oenothera parodiana",15
"Oenothera ravenii",7
"Oldenlandia dusenii",8
"Oldenlandia salzmannii",14
"Olfersia cervina",49
"Olyra fasciculata",4
"Olyra glaberrima",33
"Olyra humilis",23
"Olyra latifolia",21
"Ophioglossum reticulatum",4
"Oplismenus hirtellus",34
"Opuntia monacantha",12
"Oreopanax capitatus",14
"Oreopanax fulvus",38
"Ormosia arborea",15
"Ornithocephalus myrticola",50
"Orthodontium pellucens",3
"Orthopappus angustifolius",15
"Orthosia congesta",5
"Orthosia dusenii",1
"Orthosia scoparia",73
"Orthosia urceolata",25
"Oryza latifolia",3
"Osmunda regalis",16
"Osmundastrum cinnamomeum",13
"Ossaea amygdaloides",107
"Ossaea angustifolia",6
"Ossaea confertiflora",12
"Ossaea fragilis",2
"Ossaea marginata",8
"Ossaea sanguinea",33
"Otachyrium versicolor",6
"Ottonia propinqua",6
"Ouratea parviflora",299
"Ouratea salicifolia",30
"Ouratea sellowii",14
"Ouratea vaccinioides",63
"Oxalis articulata",14
"Oxalis barrelieri",3
"Oxalis bifrons",3
"Oxalis bipartita",21
"Oxalis bisecta",4
"Oxalis confertissima",9
"Oxalis conorrhiza",3
"Oxalis cytisoides",14
"Oxalis debilis",32
"Oxalis floribunda",9
"Oxalis geralensis",23
"Oxalis hedysarifolia",1
"Oxalis hispidula",3
"Oxalis irreperta",1
"Oxalis linarantha",46
"Oxalis myriophylla",6
"Oxalis niederleinii",14
"Oxalis odonellii",1
"Oxalis potamophila",3
"Oxalis rhombeo-ovata",14
"Oxalis rupestris",1
"Oxalis sarmentosa",12
"Oxalis serpens",4
"Oxalis subvillosa",5
"Oxalis telmatica",4
"Oxalis tenerrima",32
"Oxalis triangularis",22
"Oxypetalum alpinum",2
"Oxypetalum appendiculatum",18
"Oxypetalum arnottianum",1
"Oxypetalum banksii",20
"Oxypetalum burchellii",3
"Oxypetalum capitatum",7
"Oxypetalum cordifolium",11
"Oxypetalum erectum",8
"Oxypetalum hoehnei",2
"Oxypetalum insigne",6
"Oxypetalum malmei",7
"Oxypetalum molle",4
"Oxypetalum mosenii",7
"Oxypetalum obtusifolium",1
"Oxypetalum pachyglossum",8
"Oxypetalum pannosum",15
"Oxypetalum parviflorum",2
"Oxypetalum pedicellatum",1
"Oxypetalum reitzii",1
"Oxypetalum solanoides",1
"Oxypetalum sublanatum",9
"Oxypetalum tomentosum",24
"Oxypetalum tubatum",6
"Oxypetalum wightianum",25
"Pabstiella alligatorifera",3
"Pabstiella arcuata",1
"Pabstiella bradei",3
"Pabstiella calcarata",1
"Pabstiella fusca",19
"Pabstiella hypnicola",59
"Pabstiella matinhensis",4
"Pabstiella mirabilis",21
"Pabstiella parvifolia",6
"Pabstiella podoglossa",8
"Pabstiella quadridentata",2
"Pabstiella rubrolineata",2
"Pabstiella seriata",1
"Pabstiella sordida",2
"Pabstiella trifida",7
"Pachystroma longifolium",18
"Paepalanthus caldensis",12
"Paepalanthus catharinae",34
"Paepalanthus henriquei",1
"Paepalanthus pruinosus",5
"Paepalanthus tessmannii",2
"Palhinhaea camporum",4
"Palhinhaea cernua",99
"Palicourea australis",88
"Palicourea marcgravii",4
"Pallavicinia lyellii",4
"Panicum aquaticum",8
"Panicum dichotomiflorum",5
"Panicum gouinii",2
"Panicum leptachne",1
"Panicum longipedicellatum",2
"Panicum magnispicula",1
"Panicum millegrana",12
"Panicum olyroides",2
"Panicum pedersenii",1
"Panicum racemosum",10
"Panicum sellowii",13
"Panicum trichanthum",2
"Panphalea araucariophila",4
"Panphalea cardaminifolia",2
"Panphalea maxima",2
"Panphalea smithii",5
"Parablechnum cordatum",70
"Parablechnum usterianum",3
"Paracromastigum pachyrhizum",1
"Paradisanthus micranthus",5
"Paramyrciaria ciliolata",1
"Parapiptadenia rigida",113
"Parapolystichum effusum",7
"Parinari excelsa",2
"Parodia haselbergii",2
"Parodia ottonis",4
"Parodiolyra micrantha",46
"Parodiophyllochloa missiona",4
"Parodiophyllochloa ovulifera",10
"Parodiophyllochloa pantricha",10
"Parodiophyllochloa rhizogona",4
"Paronychia camphorosmoides",7
"Paronychia communis",16
"Paspalidium geminatum",1
"Paspalum acuminatum",1
"Paspalum almum",2
"Paspalum arenarium",6
"Paspalum barretoi",15
"Paspalum boscianum",1
"Paspalum compressifolium",5
"Paspalum conduplicatum",1
"Paspalum conjugatum",40
"Paspalum conspersum",3
"Paspalum corcovadense",9
"Paspalum decumbens",2
"Paspalum denticulatum",3
"Paspalum dilatatum",18
"Paspalum distichum",6
"Paspalum erianthoides",5
"Paspalum exaltatum",7
"Paspalum filifolium",7
"Paspalum glaucescens",10
"Paspalum guenoarum",1
"Paspalum hyalinum",4
"Paspalum inaequivalve",3
"Paspalum indecorum",1
"Paspalum intermedium",5
"Paspalum jesuiticum",2
"Paspalum juergensii",1
"Paspalum lepton",2
"Paspalum maculosum",14
"Paspalum mandiocanum",19
"Paspalum maritimum",1
"Paspalum minus",2
"Paspalum notatum",26
"Paspalum nummularium",1
"Paspalum nutans",6
"Paspalum paniculatum",24
"Paspalum pauciciliatum",5
"Paspalum pectinatum",2
"Paspalum plicatulum",31
"Paspalum polyphyllum",21
"Paspalum pumilum",40
"Paspalum quadrifarium",1
"Paspalum quarinii",1
"Paspalum ramboi",2
"Paspalum regnellii",3
"Paspalum umbrosum",10
"Paspalum urvillei",58
"Paspalum vaginatum",15
"Passiflora actinia",8
"Passiflora alata",27
"Passiflora amethystina",33
"Passiflora caerulea",56
"Passiflora capsularis",37
"Passiflora catharinensis",1
"Passiflora cervii",9
"Passiflora edulis",55
"Passiflora eichleriana",15
"Passiflora foetida",10
"Passiflora haematostigma",16
"Passiflora jilekii",25
"Passiflora loefgrenii",6
"Passiflora mediterranea",10
"Passiflora mendoncaei",5
"Passiflora misera",5
"Passiflora morifolia",3
"Passiflora organensis",9
"Passiflora porophylla",2
"Passiflora suberosa",10
"Passiflora tenuifila",11
"Passiflora transversalis",4
"Passiflora tricuspis",1
"Passiflora truncata",8
"Passiflora urnifolia",3
"Passiflora urubiciensis",9
"Passiflora villosa",2
"Paullinia carpopoda",46
"Paullinia carpopodea",3
"Paullinia cristata",11
"Paullinia elegans",5
"Paullinia meliifolia",37
"Paullinia seminuda",18
"Paullinia trigonia",118
"Pausandra morisiana",48
"Pavonia angustipetala",1
"Pavonia communis",16
"Pavonia commutata",14
"Pavonia dusenii",21
"Pavonia friesii",1
"Pavonia guerkeana",14
"Pavonia horrida",3
"Pavonia kleinii",5
"Pavonia lanata",5
"Pavonia missionum",3
"Pavonia nemoralis",22
"Pavonia psilophylla",2
"Pavonia reitzii",2
"Pavonia renifolia",1
"Pavonia reticulata",4
"Pavonia salmonea",2
"Pavonia schiedeana",2
"Pavonia schrankii",14
"Pavonia sepium",95
"Pavonia stenopetala",5
"Pecluma chnoophora",55
"Pecluma paradiseae",58
"Pecluma pectinatiformis",61
"Pecluma recurvata",289
"Pecluma robusta",8
"Pecluma sicca",73
"Pecluma singeri",39
"Pecluma truncorum",314
"Peixotoa catarinensis",10
"Pelexia macropoda",1
"Pelexia novofriburgensis",5
"Peltaea edouardii",1
"Peltaea polymorpha",4
"Peltophorum dubium",20
"Pentacalia desiderabilis",60
"Peperomia alata",66
"Peperomia arifolia",25
"Peperomia armondii",1
"Peperomia augescens",5
"Peperomia balansana",3
"Peperomia blanda",28
"Peperomia castelosensis",4
"Peperomia catharinae",142
"Peperomia circinnata",4
"Peperomia clivicola",2
"Peperomia corcovadensis",200
"Peperomia crystallina",2
"Peperomia delicatula",22
"Peperomia divaricata",4
"Peperomia galioides",9
"Peperomia glabella",214
"Peperomia glazioui",93
"Peperomia gracilicaulis",2
"Peperomia hilariana",37
"Peperomia hispidula",77
"Peperomia ibiramana",21
"Peperomia lyman-smithii",21
"Peperomia mandioccana",1
"Peperomia martiana",29
"Peperomia megapotamica",42
"Peperomia nitida",10
"Peperomia obtusifolia",13
"Peperomia pellucida",3
"Peperomia pereskiaefolia",65
"Peperomia pereskiifolia",26
"Peperomia pilicaulis",1
"Peperomia pseudobcordata",4
"Peperomia pseudoestrellensis",84
"Peperomia quadrifolia",46
"Peperomia ramboi",6
"Peperomia renifolia",9
"Peperomia rotundifolia",64
"Peperomia rubricaulis",12
"Peperomia schwackei",1
"Peperomia stroemfeltii",11
"Peperomia subemarginata",2
"Peperomia tenella",4
"Peperomia tetraphylla",326
"Peperomia transparens",7
"Peperomia trineura",34
"Peperomia trineuroides",40
"Peperomia urocarpa",271
"Peperomia velloziana",16
"Peplonia axillaris",19
"Pera glabrata",153
"Pera obovata",8
"Pereskia aculeata",27
"Pereskia grandifolia",2
"Perezia catharinensis",2
"Perezia eryngioides",2
"Perezia multiflora",3
"Perezia squarrosa",17
"Peritassa hatschbachii",34
"Persea alba",7
"Persea major",6
"Persea venosa",8
"Persea willdenovii",43
"Petrea volubilis",3
"Petunia altiplana",77
"Petunia bonjardinensis",23
"Petunia inflata",4
"Petunia integrifolia",47
"Petunia interior",49
"Petunia littoralis",3
"Petunia reitzii",16
"Petunia saxicola",5
"Petunia scheideana",24
"Pfaffia glomerata",17
"Pfaffia tuberosa",28
"Phalaris angusta",11
"Phalocallis coelestis",3
"Pharus lappulaceus",22
"Pharus latifolius",3
"Phenax sonneratii",18
"Philodendron appendiculatum",135
"Philodendron bipinnatifidum",3
"Philodendron corcovadense",6
"Philodendron cordatum",1
"Philodendron crassinervium",20
"Philodendron hastatum",2
"Philodendron loefgrenii",35
"Philodendron martianum",15
"Philodendron meridionale",6
"Philodendron missionum",120
"Philodendron propinquum",34
"Philodendron renauxii",4
"Philodendron roseopetiolatum",28
"Philonotis uncinata",3
"Phlebodium aureum",1
"Phlebodium decumanum",4
"Phlebodium pseudoaureum",6
"Phlegmariurus acerosus",16
"Phlegmariurus biformis",3
"Phlegmariurus christii",2
"Phlegmariurus comans",8
"Phlegmariurus flexibilis",49
"Phlegmariurus fontinaloides",24
"Phlegmariurus heterocarpon",75
"Phlegmariurus hexastichus",30
"Phlegmariurus mandiocanus",42
"Phlegmariurus mollicomus",1
"Phlegmariurus quadrifariatus",6
"Phlegmariurus reflexus",29
"Phlegmariurus sellowianus",2
"Phloeophila nummularia",3
"Phoradendron affine",2
"Phoradendron bathyoryctum",18
"Phoradendron burkartii",4
"Phoradendron chrysocladon",7
"Phoradendron coriaceum",2
"Phoradendron craspedophyllum",4
"Phoradendron crassifolium",63
"Phoradendron dipterum",1
"Phoradendron ensifolium",11
"Phoradendron hexastichum",2
"Phoradendron linearifolium",3
"Phoradendron pellucidulum",6
"Phoradendron perrottetii",2
"Phoradendron piperoides",12
"Phoradendron quadrangulare",4
"Phoradendron undulatum",7
"Phyllanthus caroliniensis",13
"Phyllanthus lindbergii",5
"Phyllanthus niruri",37
"Phyllanthus perpusillus",3
"Phyllanthus ramillosus",3
"Phyllanthus riedelianus",1
"Phyllanthus sellowianus",30
"Phyllanthus stipulatus",13
"Phyllanthus subemarginatus",7
"Phyllogonium viride",10
"Phymatidium aquinoi",4
"Phymatidium delicatulum",54
"Phymatidium falcifolium",39
"Phymatidium hysteranthum",8
"Phymatidium microphyllum",5
"Physalis pubescens",22
"Phytolacca dioica",79
"Phytolacca thyrsiflora",27
"Picramnia excelsa",2
"Picramnia parvifolia",38
"Picramnia ramiflora",4
"Picramnia sellowii",4
"Picrasma crenata",35
"Picrosia cabreriana",2
"Picrosia longifolia",14
"Pilea aparadensis",2
"Pilea astrogramma",6
"Pilea flammula",1
"Pilea hilariana",37
"Pilea hydra",8
"Pilea pubescens",82
"Pilea rhizobola",26
"Pilocarpus pauciflorus",10
"Pilocarpus pennatifolius",100
"Pilotrichella flexilis",7
"Pimenta pseudocaryophyllus",56
"Piper aduncum",157
"Piper alnoides",27
"Piper amalago",89
"Piper amplum",137
"Piper arboreum",54
"Piper caldense",123
"Piper cernuum",96
"Piper corcovadensis",155
"Piper crassinervium",19
"Piper dilatatum",53
"Piper diospyrifolium",13
"Piper frutescens",3
"Piper gaudichaudianum",282
"Piper hispidum",99
"Piper kleinii",2
"Piper lhotzkyanum",4
"Piper lucaeanum",5
"Piper macedoi",3
"Piper malacophyllum",47
"Piper mikanianum",130
"Piper miquelianum",139
"Piper mollicomum",45
"Piper mosenii",37
"Piper piritubanum",6
"Piper regnellii",4
"Piper reitzii",13
"Piper richardiifolium",3
"Piper rivinoides",70
"Piper solmsianum",176
"Piper subcinereum",5
"Piper ulei",6
"Piper umbellatum",36
"Piper viminifolium",2
"Piper xylosteoides",174
"Piptadenia gonoacantha",28
"Piptadenia paniculata",13
"Piptocarpha angustifolia",45
"Piptocarpha axillaris",192
"Piptocarpha densifolia",24
"Piptocarpha macropoda",5
"Piptocarpha notata",12
"Piptocarpha oblonga",94
"Piptocarpha organensis",7
"Piptocarpha quadrangularis",26
"Piptocarpha ramboi",3
"Piptocarpha regnellii",113
"Piptocarpha reitziana",7
"Piptocarpha sellowii",16
"Piptocarpha tomentosa",4
"Piptochaetium lasianthum",7
"Piptochaetium montevidense",46
"Piptochaetium palustre",4
"Piptochaetium ruprechtianum",6
"Piptochaetium stipoides",3
"Piptochaetium uruguense",2
"Piriqueta taubatensis",7
"Pisonia aculeata",4
"Pisonia ambigua",34
"Pistia stratiotes",4
"Pitcairnia flammea",7
"Pityrogramma calomelanos",86
"Pityrogramma chaerophylla",6
"Pityrogramma trifoliata",1
"Plagiochila corrugata",5
"Plagiochila gymnocalycina",3
"Plagiochila martiana",1
"Plagiochila rutilans",7
"Plagiochila simplex",2
"Plagiochila subplana",1
"Plagiogyria fialhoi",4
"Plagiomnium rhynchophorum",4
"Plantago australis",109
"Plantago brasiliensis",4
"Plantago catharinea",45
"Plantago commersoniana",4
"Plantago corvensis",2
"Plantago guilleminiana",24
"Plantago humboldtiana",3
"Plantago myosuros",9
"Plantago rahniana",5
"Plantago tomentosa",11
"Plantago turficola",19
"Platymiscium floribundum",46
"Platypodium elegans",2
"Platyrhiza quadricolor",3
"Platystele oxyglossa",11
"Platythelys schlechteriana",2
"Pleiochiton ebracteatum",57
"Pleiochiton glaziovianum",13
"Pleopeltis astrolepis",106
"Pleopeltis hirsutissima",475
"Pleopeltis lepidopteris",37
"Pleopeltis macrocarpa",140
"Pleopeltis minima",38
"Pleopeltis pleopeltidis",78
"Pleopeltis pleopeltifolia",389
"Pleroma caissara",3
"Pleurobotryum atropurpureum",1
"Pleurobotryum crepinianum",2
"Pleurobotryum hatschbachii",1
"Pleurostachys arcuata",4
"Pleurostachys beyrichii",1
"Pleurostachys densefoliata",1
"Pleurostachys foliosa",36
"Pleurostachys gaudichaudii",106
"Pleurostachys millegrana",1
"Pleurostachys orbignyana",5
"Pleurostachys sellowii",2
"Pleurostachys stricta",38
"Pleurostachys tenuiflora",5
"Pleurostachys urvillei",149
"Plinia cordifolia",29
"Plinia edulis",2
"Plinia peruviana",5
"Plinia pseudodichasiantha",15
"Plinia rivularis",12
"Plinia trunciflora",7
"Pluchea laxiflora",14
"Pluchea oblongifolia",10
"Pluchea sagittalis",24
"Poa bradei",4
"Poa reitzii",14
"Poa umbrosa",5
"Podocarpus lambertii",48
"Podocarpus sellowii",36
"Podocoma hirsuta",7
"Podostemum comatum",2
"Podostemum distichum",10
"Podostemum irgangii",17
"Podostemum muelleri",15
"Podostemum rutifolium",24
"Pogonatum pensilvanicum",5
"Poiretia latifolia",8
"Polybotrya cylindrica",139
"Polygala altomontana",12
"Polygala aphylla",10
"Polygala aspalatha",2
"Polygala brasiliensis",26
"Polygala campestris",27
"Polygala cneorum",2
"Polygala cyparissias",35
"Polygala densiracemosa",6
"Polygala equisetoides",1
"Polygala lancifolia",24
"Polygala laureola",5
"Polygala leptocaulis",6
"Polygala linoides",39
"Polygala longicaulis",4
"Polygala moquiniana",1
"Polygala paniculata",91
"Polygala pulchella",28
"Polygala pumila",1
"Polygala sabulosa",10
"Polygala sellowiana",6
"Polygala subverticillata",15
"Polygala tenuis",4
"Polygala timoutoides",4
"Polygonum acuminatum",55
"Polygonum ferrugineum",1
"Polygonum hydropiperoides",40
"Polygonum meisnerianum",12
"Polygonum punctatum",66
"Polygonum stelligerum",1
"Polyphlebium angustatum",139
"Polyphlebium diaphanum",26
"Polyphlebium hymenophylloides",2
"Polypogon chilensis",23
"Polypogon elongatus",29
"Polystachya caespitosa",10
"Polystachya concreta",119
"Polystachya estrellensis",8
"Polystichum montevidense",42
"Polystichum platylepis",47
"Polystichum platyphyllum",3
"Polytaenium cajenense",9
"Polytaenium lineatum",12
"Polytrichadelphus pseudopolytrichum",6
"Polytrichum angustifolium",2
"Polytrichum commune",7
"Polytrichum juniperinum",45
"Pomaria stipularis",4
"Pombalia bigibbosa",10
"Pombalia communis",3
"Pombalia parviflora",7
"Pontederia cordata",11
"Pontederia sagittata",7
"Porcelia macrocarpa",5
"Porella brasiliensis",1
"Porella reflexa",4
"Porophyllum lanceolatum",6
"Porophyllum obscurum",1
"Porophyllum ruderale",26
"Porotrichum longirostre",4
"Porotrichum mutabile",3
"Porotrichum substriatum",4
"Portulaca amilis",2
"Portulaca diegoi",2
"Portulaca mucronata",4
"Portulaca umbraticola",3
"Posoqueria latifolia",146
"Potamogeton ferrugineus",1
"Pourouma guianensis",12
"Pouteria beaurepairei",22
"Pouteria caimito",10
"Pouteria gardneriana",1
"Pouteria salicifolia",9
"Pouteria venosa",65
"Praxelis clematidea",4
"Praxelis diffusa",4
"Praxelis missiona",1
"Praxelis sanctopaulensis",1
"Prescottia densiflora",6
"Prescottia lancifolia",14
"Prescottia oligantha",3
"Prescottia stachyodes",55
"Prestonia coalita",4
"Prionodon densus",4
"Pristimera celastroides",20
"Prockia crucis",34
"Promenaea rollissonii",3
"Promenaea stapelioides",6
"Promenaea xanthina",7
"Proserpinaca palustris",1
"Prosthechea bulbosa",51
"Prosthechea fausta",19
"Prosthechea fragrans",18
"Prosthechea inversa",1
"Prosthechea pygmaea",11
"Prosthechea vespa",33
"Protium kleinii",25
"Prunus brasiliensis",7
"Prunus myrtifolia",171
"Prunus subcoriacea",3
"Prunus ulei",1
"Pseudechinolaena polystachya",32
"Pseuderanthemum heterophyllum",8
"Pseuderanthemum riedelianum",29
"Pseudobombax grandiflorum",19
"Pseudobombax majus",11
"Pseudognaphalium cheiranthifolium",9
"Pseudognaphalium gaudichaudianum",4
"Pseudogynoxys cabrerae",6
"Pseudogynoxys chenopodioides",4
"Pseudolmedia hirtula",1
"Pseudolycopodiella meridionalis",1
"Pseudoplantago friesii",1
"Psidium australe",5
"Psidium cattleianum",155
"Psidium grandifolium",1
"Psidium guineense",8
"Psidium longipetiolatum",6
"Psidium ovale",8
"Psidium salutare",7
"Psidium spathulatum",1
"Psilochilus dusenianus",7
"Psilochilus modestus",35
"Psilotum nudum",7
"Psychotria brachyceras",91
"Psychotria brachypoda",80
"Psychotria carthagenensis",165
"Psychotria deflexa",9
"Psychotria dusenii",1
"Psychotria fractistipula",4
"Psychotria hastisepala",40
"Psychotria hoffmannseggiana",21
"Psychotria laciniata",85
"Psychotria leiocarpa",248
"Psychotria malaneoides",1
"Psychotria mapourioides",8
"Psychotria myriantha",84
"Psychotria nemorosa",166
"Psychotria nuda",130
"Psychotria pubigera",35
"Psychotria stachyoides",63
"Psychotria stenocalyx",11
"Psychotria suterella",440
"Psychotria tenerior",28
"Psychotria vellosiana",182
"Pteridium arachnoideum",20
"Pteris altissima",19
"Pteris angustata",4
"Pteris biaurita",4
"Pteris brasiliensis",8
"Pteris decurrens",88
"Pteris deflexa",88
"Pteris denticulata",29
"Pteris lechleri",40
"Pteris podophylla",3
"Pteris propinqua",1
"Pteris splendens",97
"Pterocarpus rohrii",17
"Pterocaulon alopecuroides",63
"Pterocaulon angustifolium",10
"Pterocaulon balansae",35
"Pterocaulon lanatum",1
"Pterocaulon lorentzii",15
"Pterocaulon polypterum",4
"Pterocaulon polystachyum",7
"Pterocaulon rugosum",2
"Pterogoniadelphus assimilis",3
"Pterolepis glomerata",3
"Ptychomitrium sellowianum",3
"Ptychomnion fruticetorum",1
"Pycreus flavescens",2
"Pycreus lanceolatus",3
"Pycreus megapotamicus",1
"Pycreus niger",2
"Pycreus polystachyos",9
"Pycreus tener",1
"Pycreus unioloides",5
"Pyrostegia venusta",122
"Pyrrhobryum spiniforme",107
"Qualea cryptantha",12
"Quesnelia imbricata",2
"Quiina glaziovii",11
"Quillaja brasiliensis",43
"Racinaea aerisincola",3
"Racinaea spiculosa",32
"Radiovittaria stipitata",20
"Radula angulata",1
"Radula javanica",2
"Radula ligula",3
"Radula recubans",1
"Radula tectiloba",1
"Randia armata",8
"Randia ferox",20
"Ranunculus bonariensis",11
"Ranunculus catharinensis",6
"Ranunculus flagelliformis",12
"Raulinoa echinata",49
"Raulinoreitzia crenulata",43
"Raulinoreitzia tremula",10
"Rauvolfia sellowii",49
"Recordia reitzii",3
"Reitzia smithii",10
"Remirea maritima",6
"Renealmia petasites",4
"Rhabdadenia madida",5
"Rhabdocaulon gracile",2
"Rhabdocaulon lavanduloides",2
"Rhabdocaulon stenodontum",2
"Rhabdocaulon strictum",1
"Rhacocarpus inermis",1
"Rhacocarpus purpurascens",4
"Rhamnidium elaeocarpum",10
"Rhamnidium glabrum",6
"Rhamnus sphaerosperma",58
"Rhetinantha notylioglossa",32
"Rhipsalis baccifera",11
"Rhipsalis burchellii",2
"Rhipsalis campos-portoana",84
"Rhipsalis cereuscula",2
"Rhipsalis dissimilis",10
"Rhipsalis elliptica",67
"Rhipsalis floccosa",47
"Rhipsalis grandiflora",19
"Rhipsalis neves-armondii",17
"Rhipsalis pachyptera",135
"Rhipsalis paradoxa",34
"Rhipsalis puniceodiscus",25
"Rhipsalis teres",223
"Rhipsalis trigona",16
"Rhizophora mangle",13
"Rhodobryum beyrichianum",1
"Rhynchanthera brachyrhyncha",16
"Rhynchanthera cordata",7
"Rhynchoryza subulata",1
"Rhynchosia corylifolia",31
"Rhynchosia diversifolia",3
"Rhynchosia edulis",4
"Rhynchosia lineata",1
"Rhynchospora asperula",11
"Rhynchospora barrosiana",48
"Rhynchospora biflora",1
"Rhynchospora brasiliensis",24
"Rhynchospora breviuscula",1
"Rhynchospora brittonii",13
"Rhynchospora brownii",4
"Rhynchospora confinis",3
"Rhynchospora coriifolia",4
"Rhynchospora corymbosa",39
"Rhynchospora crinigera",5
"Rhynchospora edwalliana",4
"Rhynchospora emaciata",5
"Rhynchospora flexuosa",6
"Rhynchospora gigantea",4
"Rhynchospora glaziovii",40
"Rhynchospora globosa",23
"Rhynchospora gollmeri",4
"Rhynchospora hatschbachii",2
"Rhynchospora hieronymi",4
"Rhynchospora holoschoenoides",31
"Rhynchospora iberae",1
"Rhynchospora marisculus",31
"Rhynchospora megapotamica",5
"Rhynchospora nervosa",14
"Rhynchospora organensis",4
"Rhynchospora pedersenii",1
"Rhynchospora polyantha",32
"Rhynchospora pungens",8
"Rhynchospora riparia",2
"Rhynchospora robusta",1
"Rhynchospora rugosa",6
"Rhynchospora setigera",11
"Rhynchospora splendens",25
"Rhynchospora subtilis",5
"Rhynchospora tenuis",32
"Rhynchospora velutina",2
"Riccardia glaziovii",4
"Riccardia metzgeriiformis",2
"Ricciocarpos natans",2
"Richardia brasiliensis",43
"Richardia grandiflora",1
"Richardia humistrata",13
"Richardia pedicellata",1
"Richeria australis",2
"Richeria grandis",13
"Rigodium toxarion",2
"Rodriguezia bracteata",8
"Rodriguezia decora",21
"Rodrigueziella handroi",2
"Rollinia maritima",3
"Rollinia sericea",12
"Rollinia sylvatica",3
"Rorippa bonariensis",1
"Rosulabryum billarderi",1
"Rosulabryum densifolium",1
"Roupala asplenioides",4
"Roupala consimilis",1
"Roupala meisneri",2
"Roupala montana",73
"Roupala pallida",9
"Rourea gracilis",3
"Rubus brasiliensis",89
"Rubus erythroclados",27
"Rubus imperialis",22
"Rubus sellowii",12
"Rubus urticifolius",17
"Rudgea coriacea",53
"Rudgea gardenioides",1
"Rudgea jasminoides",298
"Rudgea parquioides",149
"Rudgea recurva",77
"Ruellia angustiflora",23
"Ruellia brevicaulis",2
"Ruellia brevifolia",22
"Ruellia bulbifera",2
"Ruellia kleinii",1
"Ruellia multifolia",1
"Ruellia reitzii",1
"Rugoloa pilosa",3
"Rugoloa polygonata",1
"Rumohra adiantiformis",222
"Ruppia maritima",12
"Ruprechtia laxiflora",15
"Ruprechtia paranensis",2
"Sabicea villosa",11
"Saccharum angustifolium",5
"Saccharum asperum",19
"Saccharum villosum",13
"Sacciolepis vilvoides",10
"Saccoloma elegans",36
"Saccoloma inaequale",48
"Sacoila lanceolata",20
"Sagittaria montevidensis",17
"Sagittaria rhombifolia",1
"Salacia elliptica",4
"Salix humboldtiana",13
"Salpichlaena volubilis",91
"Salpinga margaritacea",10
"Salvia congestiflora",19
"Salvia consimilis",1
"Salvia curta",1
"Salvia guaranitica",8
"Salvia melissiflora",65
"Salvia procurrens",15
"Salvia reitzii",2
"Salvia scoparia",1
"Salvia tenuiflora",1
"Salvia uliginosa",2
"Salvinia adnata",2
"Salvinia auriculata",6
"Salvinia minima",2
"Sambucus australis",32
"Samolus subnudicaulis",1
"Sanderella riograndensis",1
"Sapium glandulosum",79
"Saranthe ustulata",3
"Sarcoglottis uliginosa",1
"Sauroglossum elatum",6
"Sauvagesia erecta",31
"Sauvagesia vellozii",9
"Savia dictyocarpa",8
"Scaevola plumieri",8
"Scapania portoricensis",1
"Scaphyglottis brasiliensis",2
"Scaphyglottis modesta",27
"Schaefferia argentinensis",11
"Schefflera angustissima",40
"Schefflera calva",7
"Schiffneriolejeunea polycarpa",1
"Schinus engleri",9
"Schinus ferox",5
"Schinus lentiscifolia",28
"Schinus lentiscifolius",2
"Schinus molle",4
"Schinus ramboi",3
"Schinus terebinthifolia",156
"Schinus terebinthifolius",4
"Schinus weinmannifolius",2
"Schizachyrium condensatum",70
"Schizachyrium glaziovii",2
"Schizachyrium gracilipes",2
"Schizachyrium hatschbachii",9
"Schizachyrium lactiflorum",1
"Schizachyrium microstachyum",25
"Schizachyrium salzmannii",3
"Schizachyrium spicatum",15
"Schizachyrium tenerum",17
"Schizaea elegans",30
"Schizaea fluminensis",2
"Schizolobium parahyba",12
"Schlegelia parviflora",11
"Schlotheimia appressifolia",9
"Schlotheimia jamesonii",29
"Schlotheimia rugifolia",11
"Schlotheimia tecta",15
"Schlotheimia torquata",3
"Schlumbergera gaertneri",22
"Schnella microstachya",1
"Schoenoplectus americanus",6
"Schoenoplectus californicus",25
"Schoenoplectus supinus",3
"Schoenus lymansmithii",2
"Schoepfia brasiliensis",6
"Schultesia australis",6
"Schwartzia brasiliensis",21
"Schwenckia curviflora",1
"Scleria balansae",2
"Scleria distans",77
"Scleria gaertneri",60
"Scleria latifolia",99
"Scleria leptostachya",6
"Scleria microcarpa",3
"Scleria panicoides",45
"Scleria plusiophylla",22
"Scleria secans",44
"Scleria sellowiana",28
"Scleria uleana",5
"Scleria variegata",2
"Scoparia dulcis",31
"Scoparia elliptica",11
"Scoparia montevidensis",1
"Scoparia pinnatifida",2
"Scutellaria platensis",1
"Scutellaria racemosa",19
"Scutellaria uliginosa",5
"Scutia arenicola",1
"Scutia buxifolia",17
"Sebastiania argutidens",11
"Sebastiania brasiliensis",73
"Sebastiania commersoniana",28
"Sebastiania schottiana",15
"Securidaca lanceolata",15
"Seemannia sylvatica",3
"Seguieria aculeata",32
